company_name,time,salary,title,link
Ambercare24 sp. z o.o. sp. komandytowa,120,,"OPIEKUNKA OSÓB STARSZYCH 1400 EURO, Monachium","https://pl.jooble.org/desc/-6160775803337631061?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=63&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=7288,56787109375&scr=7288,56787109375&iid=6742347251766195948"
Ambercare24 sp. z o.o. sp. komandytowa,120,,"OPIEKUNKA OSÓB STARSZYCH 1400 EURO, okolice Kolonii","https://pl.jooble.org/desc/-8538209682159811517?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=69&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=7090,00244140625&scr=7090,00244140625&iid=-9031982499868721205"
Ambercare24 sp. z o.o. sp. komandytowa,120,,"OPIEKUNKA OSÓB STARSZYCH 1250 EURO, okolice Hannoveru","https://pl.jooble.org/desc/7642968976501341202?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=72&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=6944,1279296875&scr=6944,1279296875&iid=-2176508649707021577"
Ambercare24 sp. z o.o. sp. komandytowa,120,,"OPIEKUNKA OSÓB STARSZYCH 1350 EURO, okolice Hannover","https://pl.jooble.org/desc/-7815525847629933218?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=76&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=6919,45361328125&scr=6919,45361328125&iid=-5659627673440643721"
Ambercare24 sp. z o.o. sp. komandytowa,120,1350 €,"OPIEKUNKA OSÓB STARSZYCH 1350 EURO, Düsseldorf","https://pl.jooble.org/desc/4815055869807264558?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=58&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=7876,39794921875&scr=7876,39794921875&iid=8309686738818490829"
Ambercare24 sp. z o.o. sp. komandytowa,144,,"OPIEKUNKA OSÓB STARSZYCH 1350 EURO, okolice Koloni","https://pl.jooble.org/desc/9163001967416137136?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=67&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=7169,826171875&scr=7169,826171875&iid=-4567593377435366042"
Ambercare24 sp. z o.o. sp. komandytowa,144,,"OPIEKUNKA OSÓB STARSZYCH 1300 EURO, okolice Kolonii","https://pl.jooble.org/desc/-1154450110921125398?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=68&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=7127,5263671875&scr=7127,5263671875&iid=1546985531237155635"
Ambercare24 sp. z o.o. sp. komandytowa,144,,"OPIEKUNKA OSÓB STARSZYCH 1350 EURO, Kolonia","https://pl.jooble.org/desc/-4970470109471516040?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=59&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=7853,44287109375&scr=7853,44287109375&iid=3728919340328968948"
Ambercare24 sp. z o.o. sp. komandytowa,168,1450 €,"OPIEKUNKA OSÓB STARSZYCH 1450 EURO, okolice Norymbergii","https://pl.jooble.org/desc/-8134461119230094149?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=71&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=7019,4736328125&scr=7019,4736328125&iid=4859171567771356623"
Ambercare24 sp. z o.o. sp. komandytowa,168,,"OPIEKUNKA OSÓB STARSZYCH 1300 EURO, Monachium","https://pl.jooble.org/desc/2838598982558617662?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=60&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=7453,54150390625&scr=7453,54150390625&iid=2947000317873538520"
Arche ProCare,48,1600 €,Do opieki małżeństwo okolice Stuttgartu na 01.10 za 1600 euro netto OPIEKUNOWIE MILE WIDZIANI,"https://pl.jooble.org/desc/3426172262345824556?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=242&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=2664,21508789063&scr=2664,21508789063&iid=1813869102346384184"
Arkadia Care,144,1450 €,Zlecenie z oddzielnym mieszkaniem dla Opiekunki!,"https://pl.jooble.org/desc/9206275809445203076?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=140&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=6510,11962890625&scr=6510,11962890625&iid=-3580280872990730432"
Avanti Medic,48,,1.10. 2019 Opiekunka do 78 letniej pani mieszkającej z mężem w Aachen. Wymagany d. język,"https://pl.jooble.org/desc/4072452869418855742?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=287&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=3772,361328125&scr=3772,361328125&iid=7045948016779786944"
Avanti Medic,48,,21.09 Opiekunka z dobrym niemieckim do 92 letniej kobiety,"https://pl.jooble.org/desc/3763693951246546615?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=328&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=2733,80517578125&scr=2733,80517578125&iid=2624915913950680400"
Avanti Medic,48,,17.09 Opiekunka z dobrym niemieckim i prawem jazdy do samotnej seniorki w okolicach Kolonii,"https://pl.jooble.org/desc/4025574766013599260?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=432&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=1917,85266113281&scr=1917,85266113281&iid=1000117184878601221"
Avanti Medic,72,,18.09 Opiekunka do Małżeństwa w okolicach Drezna i Lipska. Mobilni,"https://pl.jooble.org/desc/-6034744086507578362?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=335&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=2575,404296875&scr=2575,404296875&iid=3003484265846777591"
Avanti Medic,72,,Opiekunka z prawem jazdy i z językiem komunikatywnym do małżeństwa. Bardzo spokojne miejsce.,"https://pl.jooble.org/desc/-561808894798192498?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=340&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=2425,125&scr=2425,125&iid=-6237670270921358985"
Avanti Medic,96,,13.09 Małżeństwo do opieki z Bochum. Język komunikatywny. Nie można palić.,"https://pl.jooble.org/desc/2006348095816530476?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=222&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=3641,75927734375&scr=3641,75927734375&iid=2821662458432742758"
Avanti Medic,120,,Pilne! Zlecenie dla Opiekunki lub Opiekuna.Pan Manuel l.39 mieszka sam.Sparaliżowany.J.dobry.,"https://pl.jooble.org/desc/814997521463354724?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=293&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=3672,43774414063&scr=3672,43774414063&iid=3098935664779431359"
BADER KARA® Praca Tymczasowa Sp. z o.o.,72,,opiekun medyczny,"https://pl.jooble.org/desc/4786460027952912684?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=377&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=1258,98937988281&scr=1258,98937988281&iid=-6685307105366030080"
Beta Active Elisabeth Sobiech,96,3100 €,Pielęgniarka - intensywna opieka - Niemcy Niemcy,"https://pl.jooble.org/desc/-5663445664321772485?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=449&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=1468,66979980469&scr=1468,66979980469&iid=-2151130012259480867"
Beta Active Elisabeth Sobiech,96,2000 - 2200 €,"Pielęgniarka - Niemieckie Domy Opieki Prien, Niemcy","https://pl.jooble.org/desc/3430790590197840280?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=453&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=1439,42565917969&scr=1439,42565917969&iid=3275403811891904511"
Beta Active Elisabeth Sobiech,120,3000 €,"Pielęgniarka - Diakonia w Karlsruhe, Dom Opieki Karlsruhe","https://pl.jooble.org/desc/356921628680701394?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=260&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=1694,99829101563&scr=1694,99829101563&iid=7998868217441951091"
Beta Active Elisabeth Sobiech,120,2000 €,Pielęgniarka - Praca w Domach Opieki Compassio Niemcy,"https://pl.jooble.org/desc/3370191210167757209?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=469&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=1107,36047363281&scr=1107,36047363281&iid=9100993781822799365"
Biuro Usług Finansowych Adjo,72,,Opiekunka osoby starszej,"https://pl.jooble.org/away/2155529621215585831?p=1&pos=6&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=80&relb=125&brelb=115&scr=19239,3257472826&bscr=17700,1796875&iid=4073036500412815083"
Biuro Usług Finansowych Adjo,72,1450 €,Opiekunka osoby starszej,"https://pl.jooble.org/away/-1268302923060975882?p=1&pos=7&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=80&relb=125&brelb=115&scr=18866,896654212&bscr=17357,544921875&iid=7619690917180386081"
Biuro Usług Finansowych Adjo,120,,Opiekunka osoby starszej,"https://pl.jooble.org/away/9089486378830515554?p=1&pos=4&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=128&relb=125&brelb=115&scr=20753,1993036685&bscr=19092,943359375&iid=-1722035414853485512"
Biuro Usług Finansowych Adjo,120,,Opiekunka osoby starszej,"https://pl.jooble.org/away/-44070037905051474?p=1&pos=5&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=128&relb=125&brelb=115&scr=20653,271484375&bscr=19001,009765625&iid=-6602834493139422492"
Bonumo.pl,144,3000 - 6000 zł,Małżeństwo z Lensahn poszukuje serdecznej opiekunki,"https://pl.jooble.org/desc/3614942026292038886?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=524&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=1397,62121582031&scr=1397,62121582031&iid=6272893101436862255"
Bonumo.pl,144,3000 - 6000 zł,"Pani Ruth z Leezen - Opiekunka, NIemcy","https://pl.jooble.org/desc/484388845817259051?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=562&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=871,628723144531&scr=871,628723144531&iid=8508590640708315442"
Bonumo.pl,144,3000 - 6000 zł,"Pani Christa z Meldorf - Opiekunka, NIemcy","https://pl.jooble.org/desc/886617535424559599?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=563&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=845,607177734375&scr=845,607177734375&iid=3438730792980096843"
Bonumo.pl,168,3000 - 6000 zł,"Pani Elisabeth z Brokstedt - Opiekunka, NIemcy","https://pl.jooble.org/desc/-2180792417142568753?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=543&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=1105,76013183594&scr=1105,76013183594&iid=-5183401248336631960"
Caring Personnel,48,1300 €,Opiekunka do samotnej seniorki,"https://pl.jooble.org/desc/-4435381169264429469?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=277&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=4136,52880859375&scr=4136,52880859375&iid=5137987097088211770"
Caring Personnel,96,1500 €,Okolice Hanoweru! Do opieki Podopiczna od zaraz! 1500 euro netto!,"https://pl.jooble.org/desc/3167143843391422514?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=249&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=2499,14306640625&scr=2499,14306640625&iid=-1483206621757806825"
Caring Personnel,120,,Oferta do opieki Senior mieszkający z Żoną od zaraz!,"https://pl.jooble.org/desc/3275168405582843076?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=64&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=7223,3623046875&scr=7223,3623046875&iid=-464418866183790844"
DE Pronobel sp. z o.o.,120,,Praca dla Opiekunki w Niemczech - do opieki Pani Ursula z Karlsruhe Od 17.09.2019,"https://pl.jooble.org/desc/-2678895007095015757?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=217&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=3785,45263671875&scr=3785,45263671875&iid=3441700235729656905"
Daily Help Sp. z o. o.,48,,Opiekunka Osób Starszych,"https://pl.jooble.org/desc/-6730775672866146801?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=15&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=15307,5712890625&scr=15307,5712890625&iid=716823111933658058"
Danzige Pflege,17,,59379 Selm! / Opiekunka do samotnej seniorki/ Polskojęzyczny Koordynator na miejscu,"https://pl.jooble.org/desc/7211565909500102584?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=354&elckey=-4540265796195764490&sid=5189459144655893599&age=32&relb=100&brelb=100&bscr=1967,00634765625&scr=1967,00634765625&iid=8457812876973409544"
Danzige Pflege,48,1250 €,Opiekunka na 1 miesiąc do seniora,"https://pl.jooble.org/desc/9161290620894554491?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=193&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=4605,25341796875&scr=4605,25341796875&iid=8041028377157065692"
Danzige Pflege,96,1350 €,Opiekunka z dobrym niemieckim do samotnej seniorki w NORYMBERGII,"https://pl.jooble.org/desc/-1641923888747103772?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=230&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=3069,32104492188&scr=3069,32104492188&iid=-1644196829321517869"
Danzige Pflege,120,,Opiekunka do 50 roku życia z dobrym niemieckim do samotnego seniora/ nowe zlecenie,"https://pl.jooble.org/desc/-8747156699098651779?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=353&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=2041,0751953125&scr=2041,0751953125&iid=-3470143011366850946"
Danzige Pflege,144,,Opiekunka z komunikatywny lub dobrym niemieckim do seniorki / sprawdzone zlecenie,"https://pl.jooble.org/desc/6460910152807328809?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=256&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=2273,31127929688&scr=2273,31127929688&iid=-1242823442560279802"
Danzige Pflege,144,1300 €,Opiekunka lub Opiekun na 4 tygodnie z niemieckim do samotnego seniora,"https://pl.jooble.org/desc/6574156943611112654?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=146&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=6181,0380859375&scr=6181,0380859375&iid=-6384694560012887482"
Dremo Personaldienstleistung GmbH,120,16 € / stawka godzinowa,Opiekun medyczny,"https://pl.jooble.org/desc/7602270059480326959?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=348&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=2119,57202148438&scr=2119,57202148438&iid=-111056309093173560"
Dremo Personaldienstleistung GmbH,120,1500 - 1800 €,Opiekun / -ka - niemieckie domy opieki,"https://pl.jooble.org/away/2808906376806348467?p=6&pos=112&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=128&relb=123&brelb=115&scr=5453,89948624321&bscr=5099,17431640625&iid=3753360533102324177"
Echte Hilfe 24,144,1400 €,Do opieki Senior,"https://pl.jooble.org/desc/8653983733481089152?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=99&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=5908,78662109375&scr=5908,78662109375&iid=8103044882455247933"
Echte Hilfe 24,144,1350 €,Do opieki Seniorka,"https://pl.jooble.org/desc/5433203932506428378?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=100&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=5895,25390625&scr=5895,25390625&iid=3690851076824480734"
Efekt,17,1300 €,Opiekunka na 3 tygodnie,"https://pl.jooble.org/desc/1416921675092980374?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=235&elckey=-4540265796195764490&sid=5189459144655893599&age=32&relb=100&brelb=100&bscr=2921,91430664063&scr=2921,91430664063&iid=-3600493078683126018"
Efekt,17,1400 €,Opiekunka z prawem jazdy do samotnej mobilnej Seniorki,"https://pl.jooble.org/desc/-1114264665970304613?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=251&elckey=-4540265796195764490&sid=5189459144655893599&age=32&relb=100&brelb=100&bscr=2479,5927734375&scr=2479,5927734375&iid=-8875082700165755070"
Efekt,24,1100 €,Opiekun z podstawowym niemieckim lub bez języka do samotnego Seniora na wózku - 19.09.2019,"https://pl.jooble.org/desc/6328745043244041565?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=363&elckey=-4540265796195764490&sid=5189459144655893599&age=56&relb=100&brelb=100&bscr=1778,77758789063&scr=1778,77758789063&iid=-7316241123078239707"
Efekt,24,1300 €,Opiekunka do samotnej Pani Isabel,"https://pl.jooble.org/desc/-7385826043743387200?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=254&elckey=-4540265796195764490&sid=5189459144655893599&age=56&relb=100&brelb=100&bscr=2363,24047851563&scr=2363,24047851563&iid=-1367987534358747929"
Efekt,24,1400 €,Warunki niemieckie. Opiekunka z prawem jazdy do samotnej Seniorki 1400 Euro netto,"https://pl.jooble.org/desc/3072911915779014432?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=416&elckey=-4540265796195764490&sid=5189459144655893599&age=56&relb=100&brelb=100&bscr=2177,72875976563&scr=2177,72875976563&iid=4144379830542370109"
Efekt,48,,Opiekunka do Seniora w ok. Frankfurt nad Menem,"https://pl.jooble.org/desc/759589244149582635?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=220&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=3668,39013671875&scr=3668,39013671875&iid=-484686543136824492"
Efekt,48,1300 €,Opiekunka do samotnego mobilnego Seniora,"https://pl.jooble.org/desc/-2523851478476508830?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=162&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=5542,25830078125&scr=5542,25830078125&iid=6240674862984559023"
Efekt,72,1300 €,Opiekunka dla mobilnego,"https://pl.jooble.org/desc/-7774431465257096981?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=184&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=4928,5478515625&scr=4928,5478515625&iid=-8462266879198155661"
Efekt,72,1300 €,Opiekunka do pogodnej Seniorki na Bawarii,"https://pl.jooble.org/desc/1914203666625489738?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=172&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=5306,728515625&scr=5306,728515625&iid=1320398446983958063"
Efekt,96,,Warunki niemieckie. Opiekunka z prawem jazdy,"https://pl.jooble.org/desc/3584629810566487785?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=229&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=3093,36279296875&scr=3093,36279296875&iid=-2465626529864132185"
Efekt,96,,Opiekunka dla samotnej Seniorki,"https://pl.jooble.org/desc/-1258957677396382797?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=175&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=5104,88720703125&scr=5104,88720703125&iid=-8171893358305081365"
Efekt,120,1400 €,Opiekunka na 1 miesiąc dla samotnego Seniora 1400 Euro netto,"https://pl.jooble.org/desc/-3863102240581775738?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=426&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=2020,26806640625&scr=2020,26806640625&iid=1100865670552407713"
Efekt,144,1300 €,Opiekunka dla samotnego Seniora,"https://pl.jooble.org/desc/8823814477680644045?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=181&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=4965,3828125&scr=4965,3828125&iid=9050560889121764555"
Efekt,144,1400 €,Opiekunka do samotnej Seniorki,"https://pl.jooble.org/desc/4450449962719354521?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=177&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=5022,3544921875&scr=5022,3544921875&iid=-8329007293720751946"
Euro Service Agnieszka Wyszomirska,144,1400 - 1500 €,Poszukujemy opiekuna osób starszych/ 30.09 na miesiąc/ 1500 euro netto,"https://pl.jooble.org/desc/257603033208455533?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=208&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=4042,50659179688&scr=4042,50659179688&iid=-2183883418287888630"
Eurocare,72,1300 €,Opiekunka dla Pani Reginy,"https://pl.jooble.org/desc/-4387361693307141117?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=292&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=3681,6865234375&scr=3681,6865234375&iid=8332977387957163363"
Eurocare,72,1250 €,Opiekunka dla 83-letniej Seniorki,"https://pl.jooble.org/desc/-3118673626423950359?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=171&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=5311,12060546875&scr=5311,12060546875&iid=4388980458355560699"
Eurocare,72,1300 €,Mobilna Seniorka czeka na sympatyczną Opiekunkę,"https://pl.jooble.org/desc/-813489948135504321?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=272&elckey=-4540265796195764490&sid=5189459144655893599&age=104&relb=100&brelb=100&bscr=4417,5654296875&scr=4417,5654296875&iid=7575385136437654308"
Europa Pflege,48,1600 €,Opiekun do Pani,"https://pl.jooble.org/desc/-3960864083737944032?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=152&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=5910,40087890625&scr=5910,40087890625&iid=4487933379581559895"
Europa Pflege,48,1500 €,Opiekunka do Pani,"https://pl.jooble.org/desc/4166200550053161610?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=158&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=5650,10498046875&scr=5650,10498046875&iid=6304655067345463538"
EuropaJob,48,,"Opiekunka do Pani, Niemcy, okolice Freiburga, od zaraz, 1400 euro!","https://pl.jooble.org/desc/4374729493957063232?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=508&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=1754,05346679688&scr=1754,05346679688&iid=-8720021136250340773"
EuropaJob,48,,"Opiekunka do Pani, Niemcy, Wiesloch, od zaraz, 1500 euro!","https://pl.jooble.org/desc/7338580333745497734?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=514&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=1661,49926757813&scr=1661,49926757813&iid=3314578800408657898"
GastamoJobService,48,,Opiekun/Opiekunka,"https://pl.jooble.org/desc/-4762043098638538114?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=212&elckey=-4540265796195764490&sid=5189459144655893599&age=80&relb=100&brelb=100&bscr=3924,55297851563&scr=3924,55297851563&iid=5614962669525056639"
GoWork.pl,96,1400 €,"Opieka nad Małżeństwem, 1400 euro/miesięcznie","https://pl.jooble.org/away/7907576883772273886?p=10&pos=197&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=104&relb=175&brelb=115&scr=4458,76624065897&bscr=2930,04638671875&iid=-5263655277800719463"
GoWork.pl,120,1400 €,"Opieka nad Małżeństwem, 1400 euro/miesięcznie","https://pl.jooble.org/away/-2453140065196215007?p=9&pos=170&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=128&relb=175&brelb=115&scr=5374,40997579824&bscr=3531,75512695313&iid=-376537844730726940"
GoWork.pl,120,1400 €,"Opieka nad Pan, 1400 euro/miesięcznie","https://pl.jooble.org/away/8308937224016613131?p=8&pos=153&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=128&relb=175&brelb=115&scr=5777,41338315217&bscr=3796,5859375&iid=1819079430414480711"
GoWork.pl,144,1300 €,"Opieka nad panią Helgą, 1300 euro/miesięcznie","https://pl.jooble.org/away/5172842343353188540?p=5&pos=83&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=152&relb=175&brelb=115&scr=6653,50787618886&bscr=4372,30517578125&iid=6488786098180121711"
GoWorkMRKTG,120,,"Opieka nad Seniorem, 1450 euro/miesiąc","https://pl.jooble.org/desc/3807081911298446812?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=218&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=3722,39892578125&scr=3722,39892578125&iid=-4797644004366985196"
Goldenhand,120,,Pedagog / Opiekun / Wychowawca (m/k) z językiem niemieckim dla przedszkoli i żłobków,"https://pl.jooble.org/away/3621397372273446728?p=25&pos=485&ckey=opieka+nad+osoba+starsza&sid=5189459144655893599&age=128&relb=133&brelb=115&scr=711,976707392153&bscr=615,618957519531&iid=-4258536815886162786"
Gute Wesen,120,1100 €,Praca w Niemczech jako opiekunka osób starszych Niemcy,"https://pl.jooble.org/desc/164745212716568688?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=227&elckey=-4540265796195764490&sid=5189459144655893599&age=152&relb=100&brelb=100&bscr=3208,13012695313&scr=3208,13012695313&iid=7946459925595686550"
HR Investment,96,1450 €,Opiekunka do Pana mieszkającego w Duisburgu (47051) od 30.09 na 6-8 tygodni,"https://pl.jooble.org/desc/7079609861863532100?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=285&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=3787,53100585938&scr=3787,53100585938&iid=-1103658980078403448"
HR Investment,96,1350 €,Opiekunka z prawem jazdy do samodzielnej Seniorki w mieście Kirn (55606) od 30.09,"https://pl.jooble.org/desc/-1281051820618333506?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=308&elckey=-4540265796195764490&sid=5189459144655893599&age=128&relb=100&brelb=100&bscr=3268,30224609375&scr=3268,30224609375&iid=-7359919631925628796"
HR Investment,144,1350 €,Opiekunka do samotnej Pani w Bad Kreuznach (55543) od 17.09. na 8 tygodni.,"https://pl.jooble.org/desc/6423591951904339458?ckey=opieka+nad+osoba+starsza&rgn=53256&pos=295&elckey=-4540265796195764490&sid=5189459144655893599&age=176&relb=100&brelb=100&bscr=3603,12451171875&scr=3603,12451171875&iid=6309354261623880694"
